"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"83966","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","1707762","2071","O. Haught","","1936-11-14 00:00:00","1936","11","14","14 Nov 1936","","","CO","Santander","","","Vicinity of Barranca Bermeja, Magdalena Valley, between Sogamoso and Carare Rivers. Viscaina Creek, 32 km S of El Centro","","",NA,NA,NA,"","Acevedo-Rodríguez, P.; Somner, G. V.",NA,"","Paullinia triptera Triana & Planch.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia triptera Triana & Planch.","Triana & Planch.",NA,NA,NA,NA,NA,NA
"97830","gbif","http://www.tropicos.org/Specimen/2106386","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2106386","Oersted 6660","A. S. Oersted","",NA,NA,NA,NA,"","","","CR","Cartago","Cartago","","At Cartago","","","9.8625","-83.91861",NA,"","Radlkofer",NA,"","Paullinia costaricensis Radlk.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia costaricensis Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"93361","gbif","","Collection","","","UEFS","HUEFS","HUEFS - Herbario da Universidade Estadual de Feira de Santana","PRESERVED_SPECIMEN","234402","3231","Andrade, I.M.","Caatinga.","2009-08-25 00:00:00","2009","8","25","","","","BR","Ceará","","Pacujá","Serrinha.","","",NA,NA,NA,"","",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"59706","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4713320","PhysicalObject","","","HCF","HCF","HCF herbarium - Universidade Tecnológica Federal do Paraná - Campus Campo Mourão - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","HCF000023515","2235","E.L. Siqueira;A.C. Schroeter","duplicata","2017-07-06 00:00:00","2017","7","6","2017-07-06","","","BR","Paraná","","Nova Tebas","","","","-24.44472","-51.84222",NA,"","G.A. Dettke","2019-11-13","","Serjania fuscifolia Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania fuscifolia Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"101928","gbif","","Collection","","","Comissão Executiva do Plano da Lavoura Cacaueira","CEPEC","CEPEC - Herbário do Centro de Pesquisas do Cacau","PRESERVED_SPECIMEN","44826","998","J. P. Lanna","","1995-08-09 00:00:00","1995","8","9","","","","BR","Bahia","","","Divisa Bahia/Espirito Santo.","","",NA,NA,NA,"","G. V. Somner",NA,"","Paullinia weinmanniaefolia Mart.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia weinmanniifolia Mart.","Mart.",NA,NA,NA,NA,NA,NA
"62333","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=2972748","PhysicalObject","","","MNHN","P","P herbarium - Muséum national d’histoire naturelle, Paris - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","P06632596","2079","Gardner;","",NA,NA,NA,NA,"-/-","","","BR","Piauí","","","Brésil. Province de Piauhy.","","",NA,NA,NA,"","",NA,"2010-2012","Cardiospermum corindum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum corindum L.","L.",NA,NA,NA,NA,NA,NA
"83991","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","2279792","14923","E. Y. Dawson","","1956-06-17 00:00:00","1956","6","17","17 Jun 1956","Banks and margins of small streams running through hilly cerrado.","","BR","Goiás","","","Region of the southern Serra Dourada, 20 km E of Formoso.","","","-13.75","-48.8333",NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Serjania velutina Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania velutina Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"24259","gbif","Salas-Morales S. H. 2016. Fortalecimiento del herbario SERO. Herbario SERO. Sociedad para el Estudio de los Recursos Bióticos de Oaxaca A. C. Bases de datos SNIB-CONABIO, proyecto LE007. Ciudad de México","Event","3754","d7d57231c1db0c5314a4e00ffa6f2fa3","SERBO","SERO","Fortalecimiento del herbario SERO","PRESERVED_SPECIMEN","14580","","M. Elorsa C.","NO APLICA","1998-09-23 00:00:00","1998","9","23","","","","MX","Oaxaca","SAN PEDRO HUAMELULA","","San Isidro Chacalapa, 2.5 km N de la desviación de la carretera costera.","","","15.895","-95.92778",NA,"","A. Reyes G.",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"100285","gbif","","","","","UCP","HUCP","Herbário da Pontifícia Universidade Católica do Paraná - HUCP","PRESERVED_SPECIMEN","22596","680","Lozano, E; Petean, MP","","2011-08-09 00:00:00","2011","8","9","","","","BR","São Paulo","Estrela do Norte","","","","",NA,NA,NA,"","Rosado",NA,"","Serjania caracasana (Jacq.) Willd.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania caracasana (Jacq.) Willd.","(Jacq.) Willd.",NA,NA,NA,NA,NA,NA
"106750","gbif","http://www.tropicos.org/Specimen/3012636","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3012636","Mizoguchi 490","Keiichi Mizoguchi","","1978-03-08 00:00:00","1978","3","8","","","","PY","Amambay","","","Rincon-Del-Julio, Pedro Fuan Caballero, near the border of Brasil.","","",NA,NA,NA,"","P. Acevedo-Rdgz.","2005-01-01","","Serjania meridionalis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania meridionalis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"78715","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5541893","PhysicalObject","","","ALCB","ALCB","ALCB herbarium - Universidade Federal da Bahia - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","ALCB068318","3507","França, F;Melo, E,Marques da Silva, B","folhas cartáceas, levemente discolor. Fruto com alas avermelhadas. Material tratado com álcool comercial.","2001-05-14 00:00:00","2001","5","14","14/05/2001","","folhas cartáceas, levemente discolor. Fruto com alas avermelhadas. Material tratado com álcool comercial.; antropizada.","BR","Bahia","","Planaltino","Sudoeste, ca. 6 km W da Nova Itarana, na estrada para Planaltino","","","-13.11417","-40.16306",NA,"","Ferrucci, MS",NA,"","Thinouia mucronata Radlk.","Sapindaceae","Thinouia","SPECIES","ACCEPTED","Thinouia mucronata Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"9673","gbif","http://www.tropicos.org/Specimen/885384","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","885384","Zardini 40549","Elsa M. Zardini|Leongino Guerrero","","1994-08-13 00:00:00","1994","8","13","","","","PY","Presidente Hayes","","","Río Pilcomayo Basin, between Puerto Galileo and Fortín Bruguez. Palm forest.","","","-24.92805","-58.17833",NA,"","P. Acevedo (US)","2002-01-01","","Paullinia pinnata L.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia pinnata L.","L.",NA,NA,NA,NA,NA,NA
"20786","gbif","","Collection","","","Universidade Federal de Minas Gerais","BHCB","BHCB - Herbário da Universidade Federal de Minas Gerais","PRESERVED_SPECIMEN","29131","s.n.","","",NA,NA,NA,NA,"","","","BR","Minas Gerais","","Furnas","cerrado próximo às eclusas, pela estrada Belo Horizonte - Furnas","","",NA,NA,NA,"","",NA,"","Serjania Mill.","Sapindaceae","Serjania","GENUS","ACCEPTED","Serjania Mill.","Mill.",NA,NA,NA,NA,NA,NA
"69675","gbif","http://www.tropicos.org/Specimen/2116396","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2116396","Dwyer 12526","John D. Dwyer","","1974-05-30 00:00:00","1974","5","30","","","","BZ","Belize","","","Mile 31.5, Western Highway. Road to Rich Woods Farm","","","17.34","-88.55555",NA,"","T. Croat",NA,"","Serjania mexicana (L.) Willd.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania mexicana (L.) Willd.","(L.) Willd.",NA,NA,NA,NA,NA,NA
"113719","gbif","http://www.tropicos.org/Specimen/3015240","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3015240","Schunke Vigo 6382","José Schunke V.","","1973-07-24 00:00:00","1973","7","24","","","","PE","San Martín","Mariscal Cáceres","","Desembocadura del río Mishollo. (Márgen Izquierda del río Huallaga). Dtto Tocache Nuevo. Al borde del camino en bosque alto, terreno pantanosos.","","",NA,NA,NA,"","P. Acevedo-Rodriguez (US)","2017-01-01","","Serjania membranacea Splitg.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania membranacea Splitg.","Splitg.",NA,NA,NA,NA,NA,NA
"106967","gbif","http://www.tropicos.org/Specimen/100411476","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","100411476","Coronado González 6051","I. Coronado G.|R. M. Rueda|A. Guevara","","2011-04-18 00:00:00","2011","4","18","","","","NI","Managua","","","Mun. San Rafael del Sur, Reserva Natural, Km 54, carretera a Masachapa","","","11.86667","-86.5",NA,"","W.D. Stevens","2013-01-01","","Paullinia fuscescens Kunth","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia fuscescens Kunth","Kunth",NA,NA,NA,NA,NA,NA
"51157","gbif","","","","","TEX","LL","Plant Resources Center","PRESERVED_SPECIMEN","00264292","","Cyrus Guernsey Pringle","","1900-05-10 00:00:00","1900","5","10","","","","MX","Veracruz","","","Near Jalapa","","","19.53444","-96.92",NA,"","Robbins, R. L.","1986-01-01","","Serjania acuta Triana & Planch.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania acuta Triana & Planch.","Triana & Planch.",NA,NA,NA,NA,NA,NA
"55181","gbif","","Collection","","","MBML","MBML-HERBARIO","MBML-Herbario - Herbário Mello Leitão","PRESERVED_SPECIMEN","44317","371","G.M. Carvalho; J.L. Paixão","Liana. Folhas discolores. Frutos maduros vermelhos. Interior de floresta alta. Platô","2010-04-17 00:00:00","2010","4","17","","","","BR","Bahia","","Porto Seguro","RPPN Estação Veracel. Floresta de Tabuleiros. Floresta Alta","","","-16.5","-39.25",NA,"","R. Perdiz/Maio-2010",NA,"","Paullinia racemosa Wawra","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia racemosa Wawra","Wawra",NA,NA,NA,NA,NA,NA
"75056","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4765302","PhysicalObject","","","NY","NY","NY herbarium - The New York Botanical Garden - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","NY00887025","1419","P. Acevedo-Rodríguez;","","1986-08-10 00:00:00","1986","8","10","1986-08-10","","","BR","Rio de Janeiro","","","Jacuné, na orla da estrada, 2 km da praia de Jacuné.","","","-22.88333","-43.10361",NA,"","",NA,"","Paullinia weinmanniaefolia Mart.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia weinmanniifolia Mart.","Mart.",NA,NA,NA,NA,NA,NA
"50930","gbif","","","","","TEX","TEX","Plant Resources Center","PRESERVED_SPECIMEN","00198934","","W. R. Carr|Clifford Harrell|Wade Harrell","","2003-10-14 00:00:00","2003","10","14","","","","US","Texas","Refugio","","S bank of drainage channel, S side of San Antonio River floodplain, ca. 1.0 airmiles N of St. Rt. 239 from a point ca. 2.5 mi. SE of Refugio-Goliad county line, on Welder Ranch. Lott Lake Quadrangle.","","","28.53807","-97.13117",NA,"","Turner, B. L.","2005-01-01","","Cardiospermum halicacabum L.","Sapindaceae","Cardiospermum","SPECIES","ACCEPTED","Cardiospermum halicacabum L.","L.",NA,NA,NA,NA,NA,NA
"110824","gbif","Jiménez-Ramírez J. y M. Martínez-Gordillo. 2003. Fusión y actualización de las bases de datos del Herbario de la Facultad de Ciencias, UNAM (FCME), Guerrero. Herbario FCME. Facultad de Ciencias. Universidad Nacional Autónoma de México. Bases de datos SNIB-CONABIO, proyectos U008, R031, L092, L188 y E004. México, D. F.","Event","777","22c09114c6b34f41f14ca89b8af082e1","FC-UNAM","FCME","Fusión y actualización de las bases de datos del Herbario de la Facultad de Ciencias, UNAM (FCME), Guerrero","PRESERVED_SPECIMEN","006370","","Rosa María Fonseca Juárez","NO DISPONIBLE","1980-11-20 00:00:00","1980","11","20","","pequena planicie expuesta, cálido-seco","","MX","Guerrero","EDUARDO NERI","","cañada Los Morros, 20 km al S de Mezcala","","","17.76083","-99.56861",NA,"","Rosa María Fonseca Juárez",NA,"","Urvillea ulmacea Kunth","Sapindaceae","Urvillea","SPECIES","ACCEPTED","Urvillea ulmacea Kunth","Kunth",NA,NA,NA,NA,NA,NA
"43261","gbif","","Objeto físico","","","Universidad del Valle (UV)","UV:CONV108:PLANTAS","Análisis de Integridad Biológica en la Reserva Forestal Protectora Regional Bitaco. Convenio CVC- Univalle 108 de 2017","PRESERVED_SPECIMEN","1658","","Edier Soto | Martin Llano","Espécimen depositado en la colección de la Universidad del Valle","2017-10-25 00:00:00","2017","10","25","","Bosque secundario","Notas disponibles en la libreta del proyecto","CO","Valle del Cauca","La Cumbre","Bitaco","RFPR Bitaco","","","3.583005","-76.58241",NA,"","Edier Soto | Martin Llano","2017-10-25","","Paullinia obovata (Ruiz & Pav.) Pers.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia obovata (Ruiz & Pav.) Pers.","(Ruiz & Pav.) Pers.",NA,NA,NA,NA,NA,NA
"12503","gbif","","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15556","","NY","NY","The New York Botanical Garden Herbarium (NY)","PRESERVED_SPECIMEN","1546620","1172","N. L. Britton","","1920-03-30 00:00:00","1920","3","30","30 Mar 1920","Thicket","","TT","","","","Trinidad. Palo Seco","","",NA,NA,NA,"HOLOTYPE","",NA,"Basionym","Serjania ierensis Britton","Sapindaceae","Serjania","SPECIES","SYNONYM","Serjania caracasana (Jacq.) Willd.","Britton",NA,NA,NA,NA,NA,NA
"4949","gbif","http://www.tropicos.org/Specimen/2410804","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2410804","Sanders 9820","Andrew C. Sanders|J.C. Lyman|E. Ucán Ek|Brian L. Phillips|B.G. Pitzer|et al.","","1990-03-13 00:00:00","1990","3","13","","","","MX","Campeche","Champotón","","5.5 km. N. of Xpujil on the dirt road to Hopelchén. Tropical evergreen forest.","","","18.55","-89.41666",NA,"","",NA,"","Thinouia tomocarpa Standl.","Sapindaceae","Thinouia","SPECIES","SYNONYM","Thinouia myriantha Triana & Planch.","Standl.",NA,NA,NA,NA,NA,NA
"90255","gbif","","Collection","","","Universidade Regional de Blumenau","FURB","FURB - Herbário Dr. Roberto Miguel Klein","PRESERVED_SPECIMEN","3386","557","Hering-Rinnert, C.","","2002-10-05 00:00:00","2002","10","5","","","","BR","Santa Catarina","","Balneário Camboriú","Taquarinhas.","","",NA,NA,NA,"","Morkus","2004-05-01","","Paullinia trigonia Vell.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia trigonia Vell.","Vell.",NA,NA,NA,NA,NA,NA
"112144","gbif","","","","","","Botany","Naturalis Biodiversity Center (NL) - Botany","PRESERVED_SPECIMEN","WAG.1266926","Breteler, FJ  15746","Breteler FJ","","2001-03-22 00:00:00","2001","3","22","","Secondary forest.","","GA","Ogooué-Ivindo","","","Makokou, Ipassa field station of IRET in Ivindo National Park.","","","0.466667","12.76667",NA,"","Breteler FJ","2001-03-22","","Paullinia pinnata L.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia pinnata L.","L.",NA,NA,NA,NA,NA,NA
"86762","gbif","http://www.tropicos.org/Specimen/1091676","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","1091676","Killeen 7913","Timothy J. Killeen|M. Toledo G.","","1996-05-02 00:00:00","1996","5","2","","","","BO","Santa Cruz","Chiquitos","","Concesión Minera Don Mario, 100 km al NE de San Juan; bosque seco al pie del cerro Don Mario.","","","-17.33833","-59.6825",NA,"","",NA,"","Serjania Mill.","Sapindaceae","Serjania","GENUS","ACCEPTED","Serjania Mill.","Mill.",NA,NA,NA,NA,NA,NA
"12354","gbif","","","","","B","Herbarium Berolinense","Herbarium Berolinense, Berlin (B)","PRESERVED_SPECIMEN","B -W 07728 -01 0","","","",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,"","",NA,"","Seriana Willd., 1799","Sapindaceae","Seriana","GENUS","ACCEPTED","Seriana Willd., 1799","Willd., 1799",NA,NA,NA,NA,NA,NA
"106303","gbif","","","","","ICN","COL","Herbario Nacional Colombiano (COL)","PRESERVED_SPECIMEN","331813","12522","R. Vásquez","","1989-08-03 00:00:00","1989","8","3","","","","CO","Amazonas","PUERTO NARIÑO","","Parque Nacional Amacayacu.","Parque Nacional Amacayacu.","","-3.39138","-70.1528",NA,"","R. E. Gereau","1990-01-01","","Paullinia trilatera Radlk.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia trilatera Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"103424","gbif","","","","","LAGU","Herbarium LAGU","Asociación Jardín Botánico La Laguna - Herbarium LAGU","PRESERVED_SPECIMEN","DR-05308","","Rodríguez,D., López,N. & Magaña,F.","","2015-06-11 00:00:00","2015","6","11","","","","SV","","","","Depto. Santa Ana, Mun. Metapán, San José Ingenio, P.N. Montecristo, calle a Caja de Agua","","","14.36389","-89.39803",NA,"","D.Rodríguez (LAGU) 2015-07",NA,"","Paullinia turbacensis Kunth","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia turbacensis Kunth","Kunth",NA,NA,NA,NA,NA,NA
"119919","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3128557","1493","P. Acevedo-Rodriguez, M. B. Ferreira & J. P. Buendía","","1986-08-20 00:00:00","1986","8","20","","","","BR","Minas Gerais","Datas","","Na orla da Rod. MG 259, de Diamantina a Serra do Cipó, 36km de Diamantina.","","",NA,NA,NA,"","",NA,"","Serjania caracasana (Jacq.) Willd.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania caracasana (Jacq.) Willd.","(Jacq.) Willd.",NA,NA,NA,NA,NA,NA
"84795","gbif","","PhysicalObject","Botany","seeds-11-may-2020","F","Botany","Field Museum of Natural History (Botany)  Seed Plant Collection","PRESERVED_SPECIMEN","V0305181F","","","",NA,NA,NA,NA,"","","","BR","","","","","","","-10.8339","-52.8731",NA,"","",NA,"","Serjania cuspidata Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania cuspidata Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"70760","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","1360720","2041","J. Donnell Smith","","1890-03-01 00:00:00","1890","3",NA,"-- Mar 1890","","","GT","Escuintla","","","Dept. Escuintla: Escuintla","","",NA,NA,NA,"","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"","Serjania caracasana (Jacq.) Willd.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania caracasana (Jacq.) Willd.","(Jacq.) Willd.",NA,NA,NA,NA,NA,NA
"102809","gbif","","PhysicalObject","","","US","Botany","NMNH Extant Specimen Records","PRESERVED_SPECIMEN","3330112","7516","P. Acevedo-Rodriguez & J. A. Cedeño M.","","1995-06-24 00:00:00","1995","6","24","24 Jun 1995","Non-flooded, moist tropical forest.","","EC","Napo","","","Napo Province: Yasuni Forest Reserve; hill SE of Pontificia Universidad Católica del Ecuador Sci. Station.","","","-0.6808","-76.395",NA,"","",NA,"","Paullinia ingifolia Rich. ex Juss.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia ingifolia Rich. ex Juss.","Rich. ex Juss.",NA,NA,NA,NA,NA,NA
"23162","gbif","","Collection","","","Instituto de Botânica","SP","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","PRESERVED_SPECIMEN","10394","s.n.","s.col.","",NA,NA,NA,NA,"","","","","","","","Sem procedência.","","",NA,NA,NA,"","Gehrt, A",NA,"","Serjania meridionalis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania meridionalis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"30104","gbif","","Collection","","","UFES","VIES","VIES - Herbário Central da Universidade Federal do Espírito Santo","PRESERVED_SPECIMEN","7628","2980","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V.; Simões, J.M. & Martins, M.L.L.","","1992-03-24 00:00:00","1992","3","24","","","","BR","Espírito Santo","","Conceição da Barra","Área 213 da Aracruz Celulose S.A.","","",NA,NA,NA,"","",NA,"","Serjania salzmanniana Schltdl.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania salzmanniana Schltdl.","Schltdl.",NA,NA,NA,NA,NA,NA
"9363","gbif","http://www.tropicos.org/Specimen/3019663","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","3019663","Rusby 168","Henry H. Rusby|Roy W. Squires","",NA,NA,NA,NA,"","","","BR","Santa Catarina","","","","","",NA,NA,NA,"","",NA,"","Urvillea macrolopha Radlk.","Sapindaceae","Serjania","SPECIES","SYNONYM","Serjania macrolopha (Radlk.) Acev.-Rodr. & Ferrucci","Radlk.",NA,NA,NA,NA,NA,NA
"80293","gbif","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3472012","PhysicalObject","","","K","K","K herbarium - Royal Botanic Gardens, Kew - Amostras Brasileiras Repatriadas - Herbário Virtual REFLORA","PRESERVED_SPECIMEN","K001191564","19958","G.T. Prance;","","1973-12-02 00:00:00","1973","12","2","1973-12-2","","","BR","Roraima","","","Rio Uraricoeara, vicinity of Uaicá airstrip.","","",NA,NA,NA,"","",NA,"","Paullinia grandifolia Benth. ex Radlk.","Sapindaceae","Paullinia","SPECIES","SYNONYM","Paullinia ingifolia Rich. ex Juss.","Benth. ex Radlk.",NA,NA,NA,NA,NA,NA
"84438","gbif","","PhysicalObject","Botany","seeds-11-may-2020","F","Botany","Field Museum of Natural History (Botany)  Seed Plant Collection","PRESERVED_SPECIMEN","V0274082F","","","",NA,NA,NA,NA,"","","","VE","","","","","","","7.0758","-65.9119",NA,"","",NA,"","Paullinia fuscescens Kunth","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia fuscescens Kunth","Kunth",NA,NA,NA,NA,NA,NA
"25969","gbif","http://www.tropicos.org/Specimen/2114089","PhysicalObject","http://biocol.org/urn:lsid:biocol.org:col:15859","","MO","MO","Tropicos Specimen Data","PRESERVED_SPECIMEN","2114089","Torres Colín 1309","Rafael Torres C.|Refugio Cedillo T.","","1982-09-18 00:00:00","1982","9","18","","","","MX","Oaxaca","Zaachila","","Loc. 7 km al W de ""Santiago Clavellina, hacia San Antonio Huitepec. Veg. secundaria ruderal en bosque de pino-encino.Suelo pedregoso.","","",NA,NA,NA,"","E. Cabrera",NA,"","Serjania triquetra Radlk.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania triquetra Radlk.","Radlk.",NA,NA,NA,NA,NA,NA
"42636","gbif","","","","","MNHN","P","The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris)","PRESERVED_SPECIMEN","P04795329","","Kuhlmann","","1943-03-25 00:00:00","1943","3","25","","","","BR","São Paulo","","","","Monte Alegre- Amparo.","",NA,NA,NA,"","",NA,"","Serjania meridionalis Cambess.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania meridionalis Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
"114891","gbif","Rzedowski J. y S. Zamudio. 2001. Etapa final de la captura y catalogación del Herbario del Instituto de Ecología A. C. Herbario IEB. Centro Regional del Bajío. Bases de datos SNIB-CONABIO, proyectos HA010, FS002, Q017, J097 y F014. México, D. F.","Event","256","ae2be09a2d8ad4dfaef12906746eef11","INECOL","IEB","Actualización y depuración de la base de datos del Herbario del Instituto de Ecología, AC, Centro Regional del Bajío. Fase 2","PRESERVED_SPECIMEN","195585","","E. Sánchez G.; M. G. Cornejo T.; G. Ibarra M.","NO DISPONIBLE","2007-11-18 00:00:00","2007","11","18","","Matorral subtropical","","MX","Michoacan de ocampo","MORELIA","","Lado E del Cerro El Águila, subiendo por San Nicolás Obispo","","","19.64","-101.3169",NA,"","M. G. Cornejo T.",NA,"","Serjania racemosa Schum.","Sapindaceae","Serjania","SPECIES","ACCEPTED","Serjania racemosa Schum.","Schum.",NA,NA,NA,NA,NA,NA
"102717","gbif","","","","","","Botany","Naturalis Biodiversity Center (NL) - Botany","PRESERVED_SPECIMEN","U.1592166","Burgers, ACJ  99","Burgers ACJ","","1949-01-10 00:00:00","1949","1","10","","","","CW","","","","","","",NA,NA,NA,"","",NA,"","Cardiospermum halicacabum var. microcarpum (Kunth) Blume","Sapindaceae","Cardiospermum","VARIETY","SYNONYM","Cardiospermum microcarpum Kunth","(Kunth) Blume",NA,NA,NA,NA,NA,NA
"58701","gbif","","Collection","","","USP","SPF","SPF - Herbário da Universidade de São Paulo","PRESERVED_SPECIMEN","170645","108","Sampaio, AB","","1997-03-13 00:00:00","1997","3","13","","","","BR","Distrito Federal","","Brasília","","","","-15.92417","-48.03333",NA,"","Pirani, JR","2005-01-01","","Paullinia carpopoda Cambess.","Sapindaceae","Paullinia","SPECIES","ACCEPTED","Paullinia carpopoda Cambess.","Cambess.",NA,NA,NA,NA,NA,NA
