"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"145857","speciesLink",NA,NA,NA,NA,"MNHN","RECOLNAT_MNHN_P",NA,"PreservedSpecimen","P06602260",NA,"Krapovickas, A.|Fernández, A.|Mroginski, L.A.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06602260' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1971","6","3",NA,NA,NA,NA,NA,NA,NA,"Dep. Tarija. Ipa, 30 km N de Villa Montes, Quebrada de Thainguate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serjania laxiflora","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Bolívia"
"167398","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","1396096","Antezana Valera 725","C. Antezana Valera",NA,NA,"1994","2","8",NA,NA,NA,NA,"Cochabamba","Campero",NA,"Camino de Pasorapa a Pena Colorada. Borde de quebrada muy húmeda presencia de Tipuana tipu y Jacaranda mimosifolia.",NA,NA,"-18.33333","-64.7",NA,NA,"P. Acevedo",NA,NA,"Serjania foveata","Sapindaceae","Serjania",NA,NA,NA,"Griseb.",NA,NA,NA,NA,NA,"Bolivia"
"183352","speciesLink",NA,NA,NA,NA,"F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen",NA,"1512","G. Villa",NA,NA,"2002","5","2",NA,NA,NA,NA,"Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"Paullinia","Sapindaceae","Paullinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador"
"127522","speciesLink",NA,NA,NA,NA,"UFES","SAMES",NA,"PreservedSpecimen","6821","8160","Pereira,O.J.; Quinqui,C.F.;Ribeiro,I.F.;Cribari,R.S.","Flor creme. Habito: t",NA,"2017","5","23",NA,NA,NA,NA,"Espírito Santo","Guriri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paullinia revoluta","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.",NA,NA,"-184319445.0",NA,NA,"Brasil"
"137081","speciesLink",NA,NA,NA,NA,"UEL","FUEL",NA,"PreservedSpecimen","37649","174","Urdampilleta, JD",NA,NA,"2003","5","24",NA,NA,NA,NA,"Paraná","Londrina",NA,"Universidade Estadual de Londrina",NA,NA,"-23.3103008270264","-51.1627998352051","63728",NA,"Urdampilleta, JD","2004-NA-NA",NA,"Serjania fuscifolia","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,"2004","Brasil"
"132468","speciesLink",NA,NA,NA,NA,"MBM","MBM",NA,"S","405759","s.n.","Rosario, C.S.; Acacio, R.; Maria, J.; Acacio, R.; Maria, J.","Liana sobre árvore submersa; flor creme, frutos imaturos verdes.",NA,"2012","1","15",NA,NA,NA,NA,"Pará","Vitória do Xingu",NA,"Rio Xingu, Sítio Pimental",NA,NA,"-2.88000011444092","-52.0099983215332","79439",NA,"Rosario, C.S.","2012-1-15",NA,"Paullinia pinnata","Sapindaceae","Paullinia",NA,NA,NA,"L.","15","1",NA,NA,"2012","Brazil"
"164712","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","101081945","Valenzuela Gamarra 32677","Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.",NA,NA,"2017","8","29",NA,NA,NA,NA,"San Martín","Tocache",NA,"Distrito Pólvora. Sector Buenos Aires. Parque Nacional Cordillera Azul.",NA,NA,"-7.9247223","-76.6072222",NA,NA,NA,NA,NA,"Paullinia undesignated","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Peru"
"171327","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","169895","Zardini 19360","Elsa M. Zardini|U. Velázquez",NA,NA,"1990","2","25",NA,NA,NA,NA,"Cordillera",NA,NA,"Confluence of Río Paraguay and Río Salado. Chaco forest.",NA,NA,"-25.15","-57.5",NA,NA,NA,NA,NA,"Paullinia elegans","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Paraguay"
"168374","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","3012738","Heringer 6792","Ezechias P. Heringer",NA,NA,"1981",NA,NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,"Bacia do Rio São Bartolomeu, Córrego Mata Gado. Mata ciliar.",NA,NA,NA,NA,NA,NA,"P. Acevedo Rodgz.",NA,NA,"Serjania marginata","Sapindaceae","Serjania",NA,NA,NA,"Casar.",NA,NA,NA,NA,NA,"Brazil"
"126027","speciesLink",NA,NA,NA,NA,"NBC","NL-BOTANY",NA,"PreservedSpecimen","U.1595535",NA,"Tresling JHAT","Oeververget.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1908","7","23",NA,NA,NA,NA,NA,NA,NA,"Boven Dekwiliba.",NA,NA,NA,NA,NA,NA,"Acevedo-Rodríguez P",NA,NA,"Paullinia tricornis","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Surinam"
"137538","speciesLink",NA,NA,NA,NA,"IF","SPSF",NA,"PreservedSpecimen","33302","75408","G. Hatschbach","COLETA: XLS: SPSFAntigo;",NA,"2003","6","16",NA,NA,NA,NA,"BA","Ituberá",NA,"orla da mata",NA,NA,"-13.7321996688843","-39.1492004394531","22399",NA,NA,NA,NA,"Paullinia revoluta","Sapindaceae","Paullinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"139948","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","782086","48900","M. H. Nee","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241285' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1998","4","10",NA,NA,NA,NA,"Santa Cruz","Florida",NA,"South of ridge with oleoducto, just W of the main, wide valley of Mairana, 1.2 km W of Todos Santos.",NA,NA,"-18.1417","-64",NA,NA,"M. H. Nee",NA,NA,"Serjania glabrata","Sapindaceae","Serjania",NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,"Bolivia"
"162079","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","2992167","Acevedo-Rodríguez 1988","Pedro Acevedo-Rodríguez",NA,NA,"1904",NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,"Campinas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum",NA,NA,NA,"Sw.",NA,NA,NA,NA,NA,"Brazil"
"169932","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","3413418","Schulz 2258","Schulz",NA,NA,"1937",NA,NA,NA,NA,NA,NA,"Chaco",NA,NA,"Colonia Benitez. Bosque sobre borde laguna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serjania perulacea","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Argentina"
"171538","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","2210012","Rojas Gonzáles 1127","Rocío Rojas",NA,NA,"2003","5","30",NA,NA,NA,NA,"Pasco","Oxapampa",NA,"Distrito Oxapampa. Carretera Oxapampa y Paucartambo. Bosque secundario",NA,NA,"-10.91666","-75.28333",NA,NA,NA,NA,NA,"Serjania undesignated","Sapindaceae","Serjania",NA,NA,NA,"Mill.",NA,NA,NA,NA,NA,"Peru"
"133630","speciesLink",NA,NA,NA,NA,"UFPR","UPCB",NA,"PreservedSpecimen","18511","501","Melo, E.de","Trepadeira, fruto verde pelos vermelhos, pétalas creme com glândulas amarelas. Beira da estrada..",NA,"1991","1","16",NA,NA,NA,NA,"Bahia","Ubaíra",NA,"Três Braços, Sobradinho",NA,NA,"-13.2680997848511","-39.6627998352051","29816",NA,NA,NA,NA,"Paullinia rubiginosa","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brasil"
"145249","speciesLink",NA,NA,NA,NA,"MNHN","RECOLNAT_MNHN_P",NA,"PreservedSpecimen","P06632806",NA,"Fleischer","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06632806' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paullinia pinnata","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Paraguai"
"134935","speciesLink",NA,NA,NA,NA,"UEM","HUEM",NA,"S","26271","260","Rosado; Pacifico, RB; Pulzatto, MM; Bento Fernandes, CE; S.Rodrigues","Trepadeira. Frutos imaturos de ala verde clara e lóculo verde.",NA,"2013","5","22",NA,NA,NA,NA,"Mato Grosso do Sul","Jateí",NA,"rio Ivinhema, na estrada abandonada do Parque, cerca de 80 m da margem do canal",NA,NA,"-22.811083","-53.563167",NA,NA,"Rosado","2016-3-NA",NA,"Serjania meridionalis","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,"3","-22.811083","-53.563167","2016","Brasil"
"165405","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","882949","Dik 1497","Alberto Dik",NA,NA,"1994","7","24",NA,NA,NA,NA,"Napo","Aguarico",NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 102-105. Bosque húmedo Tropical. Bosque primario. Suelo rojo.",NA,NA,"-0.9333333","-76.2166667",NA,NA,NA,NA,NA,"Paullinia undesignated","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Ecuador"
"140057","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","02858932","456","D. da Silva Costa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712063' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2014","1","20",NA,NA,NA,NA,"Acre","Manoel Urbano",NA,"Parque estadual Chandless, ao longo do seringal Reintregue, próximo a entrada do Chandless chá.",NA,NA,"-9.592431","-70.017967",NA,NA,"P. Acevedo-Rodríguez",NA,NA,"Serjania inscripta","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Brazil"
"138227","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","447887","12000","L. B. Smith","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166992' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1957","3","1",NA,NA,NA,NA,"Santa Catarina","Campos Novos",NA,"Ruderal, 35 km S of Campos Novos on the road to Anita Garibaldi. Valley R. Canoas.",NA,NA,"-27.4019","-51.2247",NA,NA,"M. S. Ferrucci",NA,NA,"Cardiospermum halicacabum microcarpum","Sapindaceae","Cardiospermum",NA,NA,NA,"(Kunth) Blume",NA,NA,NA,NA,NA,"Brazil"
"134116","speciesLink",NA,NA,NA,NA,"Cenargen","CEN",NA,"PreservedSpecimen","18426","2229","Bruno Machado Teles Walter","Cálice creme-esverdeado, corola creme, anteras amarelas, filetes cremes, estigma castanho. Espécie frequente ao longo da mata, ocasional na cabeceira. Em plena floração.",NA,"1994","11","25",NA,NA,NA,NA,"DF","BRASILIA",NA,"Fazenda Água Limpa - UnB. Coletado no bordo da porção central da mata. Local mais seco que o padrão da mata, sombreado.",NA,NA,"-15.95","-47.91667",NA,NA,"M. S. Ferrucci","1997-7-NA",NA,"Serjania obtusidentata","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,"7","-15.95000","-47.91667","1997","Brasil"
"159240","speciesLink",NA,NA,NA,NA,"CPAN-UFMS","COR",NA,"PreservedSpecimen","17096","5","Bandeira, H. M.","Liana; flor branca; fruto verde e vermelho Habito: Liana",NA,"2006","8","5",NA,NA,NA,NA,"Mato Grosso do Sul","Aquidauana",NA,NA,NA,NA,"-20.473889","-55.546111",NA,NA,"Brandão, I.M.","2019-NA-NA",NA,"Cardiospermum","Sapindaceae","Cardiospermum",NA,NA,NA,NA,NA,NA,"20º28'26''S","55º32'46''W","2019","Brasil"
"154145","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3696639","1553","G. Parada, Y. Inturias, S. Carreno, I. Linneo & J. Davalos",NA,NA,"2009","8","26",NA,NA,NA,NA,"Beni",NA,NA,"Prov. Moxos. Camino de San Ignacio de Moxo a Sta. Ana de Yacuma, km 10",NA,NA,"-14.9318","-65.7061",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Serjania dibotrya","Sapindaceae","Serjania",NA,NA,NA,"Poepp. & Endl.",NA,NA,NA,NA,NA,"Bolivia"
"130727","speciesLink",NA,NA,NA,NA,"UFRRJ","RBR",NA,"S","36132","1814","S.J. Silva-Neto",NA,NA,"2003","2","18",NA,NA,NA,NA,"Rio de Janeiro","Itatiaia",NA,"parque Nacional de Itatiaia, Estradas para Agulhas Negras, K 1.5. 22°15#?#00' S, 43°34#?#00'W/ 22°28#?#00' S, 43°45#?#00'W. Elev.: 1.700m",NA,NA,"-22.4960994720459","-44.5633010864258","19648",NA,"G.V. Somner","2014-8-18",NA,"Paullinia carpopoda","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.","18","8",NA,NA,"2014","Brasil"
"157599","speciesLink",NA,NA,NA,NA,"UEFS","HUEFS",NA,"PreservedSpecimen","45394","40","Silva, T.R.S.",NA,NA,"2000","4","2",NA,NA,NA,NA,"Bahia","Formosa do Rio Preto",NA,NA,NA,NA,"-11.05","-45.266667",NA,NA,"M.S.Ferrucci","2010-11-NA",NA,"Serjania herbacea","Sapindaceae","Serjania",NA,NA,NA,"Benth.",NA,"11","11S3'","45W16'","2010","Brasil"
"147771","speciesLink",NA,NA,NA,NA,"CVRD","CVRD",NA,"PreservedSpecimen","4240","745","Somner, G.V.","Flores alvas e frutos vermelho e verdes. Planta visitada por marimbondo e também formiga. <ll>dwc_commonname:</ll> Guaraná do mato",NA,"1993","1","13",NA,NA,NA,NA,"ES","Linhares",NA,"Próximo ao cruzamento com estrada da Gávea.",NA,NA,"-19.3910999298096","-40.0722007751465","48094",NA,"Genise V. Sommer","1993-1-13",NA,"Paullinia revoluta","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.","13","1",NA,NA,"1993","BRASIL"
"186579","speciesLink",NA,NA,NA,NA,"UNIVASF","HVASF",NA,"PreservedSpecimen","22023","3104","A.C.P. Oliveira","Trepadeira. Folíolos membranáceos, levemente discolores, verde-escuros. Flores alvas, estames amarelos. Frutos imaturos verdes a amarronzados.",NA,"2014","1","30",NA,NA,NA,NA,"Pernambuco","Sertânia",NA,"Ramal Agreste, Trecho IV",NA,NA,"-8.307222","-37.069455",NA,NA,"V.M. Cotarelli","2014-2-28",NA,"Serjania glabrata","Sapindaceae","Serjania",NA,NA,NA,"Kunth","28","2","-8.307222","-37.069455","2014","Brasil"
"165012","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","2540569","Araujo Murakami 1736","Alejandro Araujo M.|P.M. Jørgensen|C. Cuevas",NA,NA,"2005","3","8",NA,NA,NA,NA,"La Paz","Franz Tamayo",NA,"Área Natural de Manejo Integrado Madidi, Tuichi, Yarimita.",NA,NA,"-14.5466666","-68.6936111",NA,NA,"A. Fuentes (LPB)",NA,NA,"Paullinia undesignated","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Bolivia"
"147614","speciesLink",NA,NA,NA,NA,"IMA","MAC",NA,"PreservedSpecimen","26355","47","M.N.Almeida","Trepadeira. Flores alvas. Frutos verdes.; Restinga.",NA,"1982","3","13",NA,NA,NA,NA,"Sergipe","São Cristovão",NA,"Campus Universitário.",NA,NA,"-11.0146999359131","-37.2064018249512","23587",NA,NA,NA,NA,"Serjania","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"150000","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","2895473","51","-. Couret",NA,NA,"1957","4","12",NA,NA,NA,NA,"Bolívar",NA,NA,"El Dorado.",NA,NA,NA,NA,NA,NA,"Somner, G. V.",NA,NA,"Paullinia pinnata","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Venezuela"
"137355","speciesLink",NA,NA,NA,NA,"UEL","FUEL",NA,"PreservedSpecimen","40458","s.n.","Handro, O",NA,NA,"1935","8","30",NA,NA,NA,NA,"São Paulo","São Paulo",NA,"Jardim Botânico",NA,NA,"-23.5400009155273","-46.6300010681152","53584",NA,"Handro, O","1962-7-NA",NA,"Paullinia trigonia","Sapindaceae","Paullinia",NA,NA,NA,"Vell.",NA,"7",NA,NA,"1962","Brasil"
"125197","speciesLink",NA,NA,NA,NA,"NBC","NL-BOTANY",NA,"PreservedSpecimen","L.4288501",NA,"Reitz R; Klein RM","Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4288501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1959","4","16",NA,NA,NA,NA,"Santa Catarina",NA,NA,"Brazil, Santa Catarina, Alto Matador, Rio do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paullinia carpopodea","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brazil"
"152313","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","1740802","119","W. A. Archer & A. Gehrt",NA,NA,"1936","9","6",NA,NA,NA,NA,"Mato Grosso",NA,NA,"Capao Bonito, Campo Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serjania marginata","Sapindaceae","Serjania",NA,NA,NA,"Casar.",NA,NA,NA,NA,NA,"Brazil"
"162608","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","1440337","Gentry 25512","Alwyn H. Gentry|et al.",NA,NA,"1979","3","10",NA,NA,NA,NA,"San Martín","Mariscal Cáceres",NA,"Tocache Nuevo, remnant gallery forest along Río Huallaga.",NA,NA,"-8.16666","-76.53333",NA,NA,"R.E. Gereau (MO)",NA,NA,"Paullinia alata alata","Sapindaceae","Paullinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peru"
"132046","speciesLink",NA,NA,NA,NA,"MBM","MBM",NA,"S","192028","65076","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Macaúbas",NA,"Macaúbas, estrada para Canatiba, subida da Serra Poção",NA,NA,"-13.0193996429443","-42.698600769043","71420",NA,"Ferrucci, M.S.",NA,NA,"Thinouia compressa","Sapindaceae","Thinouia",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Brazil"
"157153","speciesLink",NA,NA,NA,NA,"UEFS","HUEFS",NA,"PreservedSpecimen","179278","56501","Harley, R.M.","Cerrado.",NA,"2012","1","26",NA,NA,NA,NA,"Maranhão","Benedito Leite",NA,"Cerca de 19 km da cidade em direção a São Domingos do Azeitão. Rodovia MA 371.",NA,NA,"-7.077778","-44.590278",NA,NA,NA,NA,NA,"Paullinia","Sapindaceae","Paullinia",NA,NA,NA,NA,NA,NA,"7S4'40''","44W35'25''",NA,"Brasil"
"162580","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","3002298","Meyer 300","G. Meyer",NA,NA,"1924",NA,NA,NA,NA,NA,NA,"Beni",NA,NA,"Cachuela Esperanza. Rio Beni.",NA,NA,NA,NA,NA,NA,"K.U. Kramer",NA,NA,"Paullinia alata","Sapindaceae","Paullinia",NA,NA,NA,"(Ruiz & Pav.) G. Don",NA,NA,NA,NA,NA,"Bolivia"
"136368","speciesLink",NA,NA,NA,NA,"UnB","UB",NA,"PreservedSpecimen","165650","298","Silva, MM; Oliveira, RP; Castro, I; Santos, MAS","Trepadeira. Folhas membranáceas, levemente discolores. Famos e eixo da inflorescência ferrugíneos. Corola creme, anteas amarelas. Frutos imaturos verdes.; Caatinga arbórea, na borda.",NA,"2000","2","26",NA,NA,NA,NA,"Bahia","Maracás",NA,"Ca. 10km na estrada para Contendas do Sincorá.",NA,NA,"-13.4411001205444","-40.4308013916016","50558",NA,NA,NA,NA,"Serjania paludosa","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brasil"
"179812","speciesLink",NA,NA,NA,NA,"INPA","INPA",NA,"S","240882","FUEL2460","Rodas, LAC",NA,NA,"1986","5","29",NA,NA,NA,NA,"Paraná","Londrina",NA,"Mata dos Godoy",NA,NA,"-23.3103008270264","-51.1627998352051","63728",NA,"Carneiro, JS","2005-NA-NA",NA,"Serjania fuscifolia","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,"2005","Brasil"
"140099","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","822364","1564","P. Acevedo-Rodríguez","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910793' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1986","9","10",NA,NA,NA,NA,"Paraná","Sao Mateus do Sul",NA,"Estrada hacia Irarte a 1 km da Rod. BR 153.",NA,NA,"-25.8744","-50.3828",NA,NA,NA,NA,NA,"Serjania laruotteana","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brazil"
"177509","speciesLink",NA,NA,NA,NA,"IPA","IPA",NA,"S","68827","86","Alcina Viana; Cantarelli, J.R.; Cantarelli, J.R.","Frequente. Em plena floração. Flores brancas e frutos imaturos de cor verde.",NA,"2000","8","8",NA,NA,NA,NA,"Pernambuco",NA,NA,"Cimbres. Reserva indígena Xucuru. Margem de uma trilha. Mata secundária. Solo argiloso.",NA,NA,"-8.3425","-36.704917",NA,NA,"Cano, O.","2005-4-19",NA,"Cardiospermum corindum","Sapindaceae","Cardiospermum",NA,NA,NA,"L.","19","4","-8.3425","-36.704917","2005","Brasil"
"184422","speciesLink",NA,NA,NA,NA,"F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen",NA,"6531","F. Woytkowski",NA,NA,"1961","7","11",NA,NA,NA,NA,"Junín",NA,NA,NA,NA,NA,"-11.5","-75",NA,NA,"RRC ID Flag",NA,NA,"Paullinia subauriculata","Sapindaceae","Paullinia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peru"
"153432","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3444144","851","F. Mamani","MO, US",NA,"1995","4","15",NA,NA,NA,NA,"Santa Cruz","Nuflo de Chavez",NA,"Lomerio; 12 km al Norte de la comunidad Las Trancas.",NA,NA,"-16.5203","-61.8464",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Serjania sphaerococca","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Bolivia"
"173212","speciesLink",NA,NA,NA,NA,"CEPLAC","CEPEC",NA,"PreservedSpecimen","76693","11572","W. W. Thomas",NA,NA,"1997","7","17",NA,NA,NA,NA,"Bahia","PORTO SEGURO",NA,"Parque Nacional de Monte Pascoal, 1-2Km ao longo Rod. Para parque a E da trilha p/ topo e centro de visita.",NA,NA,"-16.867222","-39.415",NA,NA,"M. S. Ferrucci",NA,NA,"Serjania communis","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,"16S52'2","39W24'54",NA,"Brasil"
"152489","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","2339205","4675","Bro. Daniel",NA,NA,"1954","1",NA,NA,NA,NA,NA,NA,NA,NA,"La Pintara (Rio Cauca).",NA,NA,NA,NA,NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Serjania mexicana","Sapindaceae","Serjania",NA,NA,NA,"(L.) Willd.",NA,NA,NA,NA,NA,"Colombia"
"146982","speciesLink",NA,NA,NA,NA,"UFLA","ESAL",NA,"S","27247","s.n.","L.H.Soares; Silva","; ; ; frutos amarronzados",NA,NA,NA,NA,NA,NA,NA,NA,"Paraná","Londrina",NA,"Maravilha, margem esquerda do Rio Tibagi",NA,NA,"-23.3103008270264","-51.1627998352051","63728",NA,"Silva; JL.H.Soares",NA,NA,"Serjania meridionalis","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brasil"
"157409","speciesLink",NA,NA,NA,NA,"UEFS","HUEFS",NA,"PreservedSpecimen","248088","988","Lima, L.C.P.","Borda de mata.",NA,"2017","7","20",NA,NA,NA,NA,"Paraná","Foz do Iguaçu",NA,"Av. Tarquínio Joslin, próximo ao rio Almada.",NA,NA,"-25.463056","-54.576111",NA,NA,NA,NA,NA,"Serjania","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,"25S27'47''","54W34'34''",NA,"Brasil"
"170176","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","1526391","Nee 31767","Michael H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pando",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P. Acevedo R.",NA,NA,"Serjania rubicaulis","Sapindaceae","Serjania",NA,NA,NA,"Benth. ex Radlk.",NA,NA,NA,NA,NA,"Bolivia"
"165657","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","3334653","Monteagudo Mendoza 12402","Abel Monteagudo|J.L. Mateo|Rolando Francis",NA,NA,"2006","7","19",NA,NA,NA,NA,"Pasco","Oxapampa",NA,"Dist. Pozuzo. Zona de amortiguamiento del Parque Nacional Yanachaga-Chemillén, Sector Yulitunqui. Bosque primario, pre-montano húmedo",NA,NA,"-10.18277","-75.57361",NA,NA,"P. Acevedo-Rodriguez (US)",NA,NA,"Paullinia obovata","Sapindaceae","Paullinia",NA,NA,NA,"(Ruiz & Pav.) Pers.",NA,NA,NA,NA,NA,"Peru"
"176769","speciesLink",NA,NA,NA,NA,"UFBA","ALCB",NA,"PreservedSpecimen","58050","9514","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","Folíolos jovens, coriáceos, verdes, avermelhados quando maduros. Frutos avermelhados. Ocasional.",NA,"2001","6","25",NA,NA,NA,NA,"Bahia","Una",NA,"Litoral Sul, Assentamento Vitorópolis",NA,NA,"-15.283333","-39.066667",NA,NA,"Acevedo-Rodríguez, P","2008-9-NA",NA,"Paullinia racemosa","Sapindaceae","Paullinia",NA,NA,NA,"Wawra",NA,"9","-15.283333","-39.066667","2008","Brasil"
